Timestamp;Parameter;Value;Goup_ID;X;Y;Z
NA;rain intensity;0.237002398818731;;603;287;
NA;rain intensity;0.24884644174017;;603;286;
NA;rain intensity;0.022279200842604;;603;285;
NA;rain intensity;0.679903582204133;;603;284;
NA;rain intensity;0.289374716114253;;603;283;
NA;rain intensity;0.831797844264656;;603;282;
NA;rain intensity;0.342251497786492;;603;281;
NA;rain intensity;0.917002862552181;;603;280;
NA;rain intensity;0.226494341390207;;603;279;
NA;rain intensity;0.0843292842619121;;603;278;
NA;rain intensity;0.843984982930124;;603;277;
NA;rain intensity;0.423361187800765;;603;276;
NA;rain intensity;0.544693910283968;;603;275;
NA;rain intensity;0.842854236718267;;603;274;
NA;rain intensity;0.34950193669647;;603;273;
NA;rain intensity;0.660085245035589;;603;272;
NA;rain intensity;0.340490192873403;;603;271;
NA;rain intensity;0.347790563944727;;603;270;
NA;rain intensity;0.633675242774189;;603;269;
NA;rain intensity;0.826032098848373;;603;268;
NA;rain intensity;0.203992323717102;;603;267;
NA;rain intensity;0.803676759591326;;603;266;
NA;rain intensity;0.985523845534772;;603;265;
NA;rain intensity;0.222074170364067;;603;264;
NA;rain intensity;0.473480085842311;;603;263;
NA;rain intensity;0.352382116019726;;603;262;
NA;rain intensity;0.732058285269886;;603;261;
NA;rain intensity;0.0357738547027111;;603;260;
NA;rain intensity;0.214291481301188;;603;259;
NA;rain intensity;0.64907174417749;;603;258;
NA;rain intensity;0.855678219348192;;603;257;
NA;rain intensity;0.329506965354085;;603;256;
NA;rain intensity;0.290936090052128;;603;255;
NA;rain intensity;0.302277740789577;;603;254;
NA;rain intensity;0.282769735436887;;603;253;
NA;rain intensity;0.037986159324646;;603;252;
NA;rain intensity;0.420213468605652;;603;251;
NA;rain intensity;0.355380513239652;;603;250;
NA;rain intensity;0.716850448399782;;604;299;
NA;rain intensity;0.952855241019279;;604;298;
NA;rain intensity;0.014154466567561;;604;297;
NA;rain intensity;0.294031081721187;;604;296;
NA;rain intensity;0.717317114118487;;604;295;
NA;rain intensity;0.639234566828236;;604;294;
NA;rain intensity;0.00686604203656316;;604;293;
NA;rain intensity;0.37188085494563;;604;292;
NA;rain intensity;0.119074197486043;;604;291;
NA;rain intensity;0.0152678566519171;;604;290;
NA;rain intensity;0.933577312389389;;604;289;
NA;rain intensity;0.357411593897268;;604;288;
NA;rain intensity;0.407441239571199;;604;287;
NA;rain intensity;0.612762920325622;;604;286;
NA;rain intensity;0.133692341623828;;604;285;
NA;rain intensity;0.504447296028957;;604;284;
NA;rain intensity;0.069777735741809;;604;283;
NA;rain intensity;0.824911527568474;;604;282;
NA;rain intensity;0.783492021262646;;604;281;
NA;rain intensity;0.538762158947065;;604;280;
NA;rain intensity;0.24759304500185;;604;279;
NA;rain intensity;0.14822634565644;;604;278;
NA;rain intensity;0.258041162276641;;604;277;
NA;rain intensity;0.338207714259624;;604;276;
NA;rain intensity;0.450545178493485;;604;275;
NA;rain intensity;0.232638012152165;;604;274;
NA;rain intensity;0.00459042191505432;;604;273;
NA;rain intensity;0.343272562371567;;604;272;
NA;rain intensity;0.720464040292427;;604;271;
NA;rain intensity;0.289352271473035;;604;270;
NA;rain intensity;0.148476522415876;;604;269;
NA;rain intensity;0.58693859865889;;604;268;
NA;rain intensity;0.0811633383855224;;604;267;
NA;rain intensity;0.0771079824771732;;604;266;
NA;rain intensity;0.567841544281691;;604;265;
NA;rain intensity;0.837892518145964;;604;264;
NA;rain intensity;0.604172453517094;;604;263;
NA;rain intensity;0.21616684528999;;604;262;
NA;rain intensity;0.192947858013213;;604;261;
NA;rain intensity;0.3539030586835;;604;260;
NA;rain intensity;0.86868577147834;;604;259;
NA;rain intensity;0.996497450163588;;604;258;
NA;rain intensity;0.176201882073656;;604;257;
NA;rain intensity;0.4967755980324;;604;256;
NA;rain intensity;0.574525650590658;;604;255;
NA;rain intensity;0.544114279793575;;604;254;
NA;rain intensity;0.14310968038626;;604;253;
NA;rain intensity;0.479988799197599;;604;252;
NA;rain intensity;0.971676324261352;;604;251;
NA;rain intensity;0.450584659120068;;604;250;
NA;rain intensity;0.775487798033282;;605;299;
NA;rain intensity;0.283643473638222;;605;298;
NA;rain intensity;0.783217893680558;;605;297;
NA;rain intensity;0.304490812122822;;605;296;
NA;rain intensity;0.462655791081488;;605;295;
NA;rain intensity;0.190487620886415;;605;294;
NA;rain intensity;0.728700759587809;;605;293;
NA;rain intensity;0.131240849150345;;605;292;
NA;rain intensity;0.120908847311512;;605;291;
NA;rain intensity;0.0688035229686648;;605;290;
NA;rain intensity;0.0354664379265159;;605;289;
NA;rain intensity;0.754447983345017;;605;288;
NA;rain intensity;0.625399296171963;;605;287;
NA;rain intensity;0.775047090137377;;605;286;
NA;rain intensity;0.768579004798084;;605;285;
NA;rain intensity;0.890294558834285;;605;284;
NA;rain intensity;0.087342917220667;;605;283;
NA;rain intensity;0.107116733677685;;605;282;
NA;rain intensity;0.554564174264669;;605;281;
NA;rain intensity;0.917171594686806;;605;280;
NA;rain intensity;0.217440782347694;;605;279;
NA;rain intensity;0.068423576420173;;605;278;
NA;rain intensity;0.263289133319631;;605;277;
NA;rain intensity;0.482601740397513;;605;276;
NA;rain intensity;0.799847696907818;;605;275;
NA;rain intensity;0.708191971294582;;605;274;
NA;rain intensity;0.395598751027137;;605;273;
NA;rain intensity;0.480109207099304;;605;272;
NA;rain intensity;0.270759385311976;;605;271;
NA;rain intensity;0.0116737666539848;;605;270;
NA;rain intensity;0.181103219045326;;605;269;
NA;rain intensity;0.714080955367535;;605;268;
NA;rain intensity;0.841333895921707;;605;267;
NA;rain intensity;0.48219273169525;;605;266;
NA;rain intensity;0.653700257418677;;605;265;
NA;rain intensity;0.216249833349138;;605;264;
NA;rain intensity;0.13859609910287;;605;263;
NA;rain intensity;0.536908898735419;;605;262;
NA;rain intensity;0.56886953744106;;605;261;
NA;rain intensity;0.202321695396677;;605;260;
NA;rain intensity;0.703157432610169;;605;259;
NA;rain intensity;0.920696338173002;;605;258;
NA;rain intensity;0.374165609944612;;605;257;
NA;rain intensity;0.41138616297394;;605;256;
NA;rain intensity;0.134238890372217;;605;255;
NA;rain intensity;0.816697769798338;;605;254;
NA;rain intensity;0.54822170175612;;605;253;
NA;rain intensity;0.331235707271844;;605;252;
NA;rain intensity;0.711483664112166;;605;251;
NA;rain intensity;0.290866120252758;;605;250;
NA;rain intensity;0.990671102656052;;606;299;
NA;rain intensity;0.918557096039876;;606;298;
NA;rain intensity;0.922642890596762;;606;297;
NA;rain intensity;0.485277303261682;;606;296;
NA;rain intensity;0.942851161584258;;606;295;
NA;rain intensity;0.429156583268195;;606;294;
NA;rain intensity;0.340785399079323;;606;293;
NA;rain intensity;0.520899719558656;;606;292;
NA;rain intensity;0.254777380730957;;606;291;
NA;rain intensity;0.14147519110702;;606;290;
NA;rain intensity;0.614562204107642;;606;289;
NA;rain intensity;0.275656371377409;;606;288;
NA;rain intensity;0.430343076819554;;606;287;
NA;rain intensity;0.0554594041313976;;606;286;
NA;rain intensity;0.847488215193152;;606;285;
NA;rain intensity;0.10666156001389;;606;284;
NA;rain intensity;0.213343831710517;;606;283;
NA;rain intensity;0.820966209052131;;606;282;
NA;rain intensity;0.442090946482494;;606;281;
NA;rain intensity;0.655494270380586;;606;280;
NA;rain intensity;0.548656179802492;;606;279;
NA;rain intensity;0.46149458293803;;606;278;
NA;rain intensity;0.76210221205838;;606;277;
NA;rain intensity;0.385388938942924;;606;276;
NA;rain intensity;0.700483843917027;;606;275;
NA;rain intensity;0.90615502698347;;606;274;
NA;rain intensity;0.989835403859615;;606;273;
NA;rain intensity;0.700972903054208;;606;272;
NA;rain intensity;0.998447428457439;;606;271;
NA;rain intensity;0.458828021772206;;606;270;
NA;rain intensity;0.44475740683265;;606;269;
NA;rain intensity;0.20014429744333;;606;268;
NA;rain intensity;0.162386998068541;;606;267;
NA;rain intensity;0.82788932765834;;606;266;
NA;rain intensity;0.874216128606349;;606;265;
NA;rain intensity;0.601397085469216;;606;264;
NA;rain intensity;0.857481391634792;;606;263;
NA;rain intensity;0.358558364911005;;606;262;
NA;rain intensity;0.290554034058005;;606;261;
NA;rain intensity;0.631502656731755;;606;260;
NA;rain intensity;0.501303539145738;;606;259;
NA;rain intensity;0.380867357831448;;606;258;
NA;rain intensity;0.991323112277314;;606;257;
NA;rain intensity;0.714447260834277;;606;256;
NA;rain intensity;0.0532148107886314;;606;255;
NA;rain intensity;0.28484914614819;;606;254;
NA;rain intensity;0.621934121008962;;606;253;
NA;rain intensity;0.613083983073011;;606;252;
NA;rain intensity;0.300696045858786;;606;251;
NA;rain intensity;0.521489141974598;;606;250;
NA;rain intensity;0.62292098463513;;607;299;
NA;rain intensity;0.414711080957204;;607;298;
NA;rain intensity;0.519993002060801;;607;297;
NA;rain intensity;0.447613785276189;;607;296;
NA;rain intensity;0.237785962875932;;607;295;
NA;rain intensity;0.721943489275873;;607;294;
NA;rain intensity;0.0662964074872434;;607;293;
NA;rain intensity;0.900804171105847;;607;292;
NA;rain intensity;0.990494658472016;;607;291;
NA;rain intensity;0.420059795025736;;607;290;
NA;rain intensity;0.230475884629413;;607;289;
NA;rain intensity;0.32910122256726;;607;288;
NA;rain intensity;0.0432472783140838;;607;287;
NA;rain intensity;0.251785220811144;;607;286;
NA;rain intensity;0.706243003485724;;607;285;
NA;rain intensity;0.114591683726758;;607;284;
NA;rain intensity;0.439473201520741;;607;283;
NA;rain intensity;0.831129430560395;;607;282;
NA;rain intensity;0.522274650167674;;607;281;
NA;rain intensity;0.11382259731181;;607;280;
NA;rain intensity;0.555762487230822;;607;279;
NA;rain intensity;0.173737068427727;;607;278;
NA;rain intensity;0.0846766293980181;;607;277;
NA;rain intensity;0.141659131506458;;607;276;
NA;rain intensity;0.653544672764838;;607;275;
NA;rain intensity;0.997791044879705;;607;274;
NA;rain intensity;0.204351877095178;;607;273;
NA;rain intensity;0.696888618636876;;607;272;
NA;rain intensity;0.484178371727467;;607;271;
NA;rain intensity;0.588486009044573;;607;270;
NA;rain intensity;0.264827150385827;;607;269;
NA;rain intensity;0.0955971051007509;;607;268;
NA;rain intensity;0.491427695378661;;607;267;
NA;rain intensity;0.48945925431326;;607;266;
NA;rain intensity;0.274172518169507;;607;265;
NA;rain intensity;0.656098446343094;;607;264;
NA;rain intensity;0.28650681162253;;607;263;
NA;rain intensity;0.577088681515306;;607;262;
NA;rain intensity;0.721342926379293;;607;261;
NA;rain intensity;0.355531966080889;;607;260;
NA;rain intensity;0.729341852944344;;607;259;
NA;rain intensity;0.544324870686978;;607;258;
NA;rain intensity;0.425585217308253;;607;257;
NA;rain intensity;0.215210985857993;;607;256;
NA;rain intensity;0.338726776884869;;607;255;
NA;rain intensity;0.195905165513977;;607;254;
NA;rain intensity;0.219305005623028;;607;253;
NA;rain intensity;0.719288392690942;;607;252;
NA;rain intensity;0.343277414795011;;607;251;
NA;rain intensity;0.112554050050676;;607;250;
NA;rain intensity;0.371101709548384;;608;299;
NA;rain intensity;0.341861427063122;;608;298;
NA;rain intensity;0.797967723105103;;608;297;
NA;rain intensity;0.727690583094954;;608;296;
NA;rain intensity;0.648014350794256;;608;295;
NA;rain intensity;0.944114902522415;;608;294;
NA;rain intensity;0.535969405900687;;608;293;
NA;rain intensity;0.580775565234944;;608;292;
NA;rain intensity;0.149715301813558;;608;291;
NA;rain intensity;0.465401435736567;;608;290;
NA;rain intensity;0.0751094960141927;;608;289;
NA;rain intensity;0.958663557656109;;608;288;
NA;rain intensity;0.190168677130714;;608;287;
NA;rain intensity;0.240312677575275;;608;286;
NA;rain intensity;0.398356628604233;;608;285;
NA;rain intensity;0.058595011709258;;608;284;
NA;rain intensity;0.306878158822656;;608;283;
NA;rain intensity;0.526142914779484;;608;282;
NA;rain intensity;0.272536716423929;;608;281;
NA;rain intensity;0.331528312759474;;608;280;
NA;rain intensity;0.458464734256268;;608;279;
NA;rain intensity;0.639191234717146;;608;278;
NA;rain intensity;0.434700367506593;;608;277;
NA;rain intensity;0.933378357207403;;608;276;
NA;rain intensity;0.933690864592791;;608;275;
NA;rain intensity;0.510397589532658;;608;274;
NA;rain intensity;0.820790676400065;;608;273;
NA;rain intensity;0.631371060619131;;608;272;
NA;rain intensity;0.737126944586635;;608;271;
NA;rain intensity;0.821712910896167;;608;270;
NA;rain intensity;0.428421756951138;;608;269;
NA;rain intensity;0.227100903168321;;608;268;
NA;rain intensity;0.850220911903307;;608;267;
NA;rain intensity;0.793176861247048;;608;266;
NA;rain intensity;0.110583312809467;;608;265;
NA;rain intensity;0.134006061591208;;608;264;
NA;rain intensity;0.0770240407437086;;608;263;
NA;rain intensity;0.678457595175132;;608;262;
NA;rain intensity;0.259298734134063;;608;261;
NA;rain intensity;0.467074130661786;;608;260;
NA;rain intensity;0.212480403482914;;608;259;
NA;rain intensity;0.495816039387137;;608;258;
NA;rain intensity;0.908778490033001;;608;257;
NA;rain intensity;0.547755651874468;;608;256;
NA;rain intensity;0.677247032057494;;608;255;
NA;rain intensity;0.291869035921991;;608;254;
NA;rain intensity;0.301413038512692;;608;253;
NA;rain intensity;0.760842113289982;;608;252;
NA;rain intensity;0.404773156624287;;608;251;
NA;rain intensity;0.360302736749873;;608;250;
NA;rain intensity;0.340681136120111;;609;299;
NA;rain intensity;0.725807458162308;;609;298;
NA;rain intensity;0.694917567074299;;609;297;
NA;rain intensity;0.139901977730915;;609;296;
NA;rain intensity;0.0289585075806826;;609;295;
NA;rain intensity;0.158741036662832;;609;294;
NA;rain intensity;0.00935292779468;;609;293;
NA;rain intensity;0.00510965473949909;;609;292;
NA;rain intensity;0.6258714501746;;609;291;
NA;rain intensity;0.487488419283181;;609;290;
NA;rain intensity;0.179711121367291;;609;289;
NA;rain intensity;0.349185817874968;;609;288;
NA;rain intensity;0.333209647331387;;609;287;
NA;rain intensity;0.889156089629978;;609;286;
NA;rain intensity;0.473861539270729;;609;285;
NA;rain intensity;0.594668695470318;;609;284;
NA;rain intensity;0.409317967249081;;609;283;
NA;rain intensity;0.659502984490246;;609;282;
NA;rain intensity;0.0062647860031575;;609;281;
NA;rain intensity;0.149141356348991;;609;280;
NA;rain intensity;0.079014211660251;;609;279;
NA;rain intensity;0.820924236439168;;609;278;
NA;rain intensity;0.756691733608022;;609;277;
NA;rain intensity;0.0825473312288523;;609;276;
NA;rain intensity;0.310048823012039;;609;275;
NA;rain intensity;0.976706878049299;;609;274;
NA;rain intensity;0.0938232056796551;;609;273;
NA;rain intensity;0.481624054256827;;609;272;
NA;rain intensity;0.454573813360184;;609;271;
NA;rain intensity;0.652090327581391;;609;270;
NA;rain intensity;0.776551887625828;;609;269;
NA;rain intensity;0.131544582778588;;609;268;
NA;rain intensity;0.80957219726406;;609;267;
NA;rain intensity;0.975799057865515;;609;266;
NA;rain intensity;0.631988760316744;;609;265;
NA;rain intensity;0.760284958640113;;609;264;
NA;rain intensity;0.174163677031174;;609;263;
NA;rain intensity;0.601309683639556;;609;262;
NA;rain intensity;0.17446939041838;;609;261;
NA;rain intensity;0.609216789249331;;609;260;
NA;rain intensity;0.692605061689392;;609;259;
NA;rain intensity;0.102752481587231;;609;258;
NA;rain intensity;0.230067001655698;;609;257;
NA;rain intensity;0.00587452691979706;;609;256;
NA;rain intensity;0.997208692366257;;609;255;
NA;rain intensity;0.524384434567764;;609;254;
NA;rain intensity;0.543244661064819;;609;253;
NA;rain intensity;0.66583882831037;;609;252;
NA;rain intensity;0.488419354660437;;609;251;
NA;rain intensity;0.311905542621389;;609;250;
NA;rain intensity;0.73989289579913;;610;299;
NA;rain intensity;0.204728885553777;;610;298;
NA;rain intensity;0.399287554668263;;610;297;
NA;rain intensity;0.65291630779393;;610;296;
NA;rain intensity;0.347096569603309;;610;295;
NA;rain intensity;0.938778683543205;;610;294;
NA;rain intensity;0.340953926555812;;610;293;
NA;rain intensity;0.5007091879379;;610;292;
NA;rain intensity;0.321617259411141;;610;291;
NA;rain intensity;0.996654535410926;;610;290;
NA;rain intensity;0.361083587165922;;610;289;
NA;rain intensity;0.349972035270184;;610;288;
NA;rain intensity;0.341013263678178;;610;287;
NA;rain intensity;0.154135115910321;;610;286;
NA;rain intensity;0.249748673057184;;610;285;
NA;rain intensity;0.131241190480068;;610;284;
NA;rain intensity;0.218562075868249;;610;283;
NA;rain intensity;0.609704536153004;;610;282;
NA;rain intensity;0.750190587714314;;610;281;
NA;rain intensity;0.948670573765412;;610;280;
NA;rain intensity;0.475094120716676;;610;279;
NA;rain intensity;0.235756434034556;;610;278;
NA;rain intensity;0.317830178420991;;610;277;
NA;rain intensity;0.91431371960789;;610;276;
NA;rain intensity;0.179971357574686;;610;275;
NA;rain intensity;0.475638747215271;;610;274;
NA;rain intensity;0.921533819520846;;610;273;
NA;rain intensity;0.764877913054079;;610;272;
NA;rain intensity;0.762811605352908;;610;271;
NA;rain intensity;0.01217504683882;;610;270;
NA;rain intensity;0.79930203454569;;610;269;
NA;rain intensity;0.997765311971307;;610;268;
NA;rain intensity;0.734537946293131;;610;267;
NA;rain intensity;0.177243916783482;;610;266;
NA;rain intensity;0.162983743241057;;610;265;
NA;rain intensity;0.783834232483059;;610;264;
NA;rain intensity;0.595187322236598;;610;263;
NA;rain intensity;0.486883149947971;;610;262;
NA;rain intensity;0.21215105894953;;610;261;
NA;rain intensity;0.159176906337962;;610;260;
NA;rain intensity;0.536198142683133;;610;259;
NA;rain intensity;0.00714612705633044;;610;258;
NA;rain intensity;0.113330764463171;;610;257;
NA;rain intensity;0.739654981298372;;610;256;
NA;rain intensity;0.843445634702221;;610;255;
NA;rain intensity;0.546780167613178;;610;254;
NA;rain intensity;0.437835341785103;;610;253;
NA;rain intensity;0.462869477458298;;610;252;
NA;rain intensity;0.986325920559466;;610;251;
NA;rain intensity;0.733532178215683;;610;250;
NA;rain intensity;0.808253183029592;;611;299;
NA;rain intensity;0.889959169086069;;611;298;
NA;rain intensity;0.696520810946822;;611;297;
NA;rain intensity;0.809405830455944;;611;296;
NA;rain intensity;0.766803764505312;;611;295;
NA;rain intensity;0.848189962562174;;611;294;
NA;rain intensity;0.291260260157287;;611;293;
NA;rain intensity;0.865876133553684;;611;292;
NA;rain intensity;0.538494734326378;;611;291;
NA;rain intensity;0.160861969226971;;611;290;
NA;rain intensity;0.734349083853886;;611;289;
NA;rain intensity;0.773488896898925;;611;288;
NA;rain intensity;0.55735263437964;;611;287;
NA;rain intensity;0.205227817641571;;611;286;
NA;rain intensity;0.664809162728488;;611;285;
NA;rain intensity;0.473522229585797;;611;284;
NA;rain intensity;0.388749489095062;;611;283;
NA;rain intensity;0.162306230980903;;611;282;
NA;rain intensity;0.774645809317008;;611;281;
NA;rain intensity;0.797499111155048;;611;280;
NA;rain intensity;0.170134657761082;;611;279;
NA;rain intensity;0.512795388232917;;611;278;
NA;rain intensity;0.580027063377202;;611;277;
NA;rain intensity;0.938009906327352;;611;276;
NA;rain intensity;0.268200632883236;;611;275;
NA;rain intensity;0.149856790434569;;611;274;
NA;rain intensity;0.0719026373699307;;611;273;
NA;rain intensity;0.447991174878553;;611;272;
NA;rain intensity;0.218457355862483;;611;271;
NA;rain intensity;0.235094085568562;;611;270;
NA;rain intensity;0.605554254725575;;611;269;
NA;rain intensity;0.677191516384482;;611;268;
NA;rain intensity;0.725957974791527;;611;267;
NA;rain intensity;0.795533558353782;;611;266;
NA;rain intensity;0.726905865129083;;611;265;
NA;rain intensity;0.431404984323308;;611;264;
NA;rain intensity;0.673261484596878;;611;263;
NA;rain intensity;0.661132496548817;;611;262;
NA;rain intensity;0.101014090934768;;611;261;
NA;rain intensity;0.849119446240366;;611;260;
NA;rain intensity;0.393898601643741;;611;259;
NA;rain intensity;0.21464592567645;;611;258;
NA;rain intensity;0.57431853027083;;611;257;
NA;rain intensity;0.210055621806532;;611;256;
NA;rain intensity;0.663570319768041;;611;255;
NA;rain intensity;0.428303655004129;;611;254;
NA;rain intensity;0.161499986425042;;611;253;
NA;rain intensity;0.864024183247238;;611;252;
NA;rain intensity;0.853098131017759;;611;251;
NA;rain intensity;0.797506181988865;;611;250;
NA;rain intensity;0.156763500301167;;612;299;
NA;rain intensity;0.857150528114289;;612;298;
NA;rain intensity;0.483473307453096;;612;297;
NA;rain intensity;0.450912958011031;;612;296;
